-D4J ID:JacksonDatabind-2; Mega ID:1/29e7cbfb381b61643426545ee8ea7c23aab3fea8.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
-D4J ID:Closure-140; Mega ID:6/42af8df2c1f1ee486770d5397283f74fcc7c13b0.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-160; Mega ID:6/42af8df2c1f1ee486770d5397283f74fcc7c13b0.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-9; Mega ID:6/5019fa234651eaba58196877db92818e63528546.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessCommonJSModules.java
+D4J ID:Closure-26; Mega ID:6/5019fa234651eaba58196877db92818e63528546.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessCommonJSModules.java
-D4J ID:Closure-10; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-60; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-61; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-75; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-80; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-86; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-94; Mega ID:6/58786c3f717fa506280127265cd68fedf17de0a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-79; Mega ID:6/4c05038b78b7b7eaf384c45200ac8b77b4d0d021.diff.xz; Overlap File:src/com/google/javascript/jscomp/VarCheck.java
-D4J ID:Closure-79; Mega ID:6/e480c8d111b75543a0d77124b50b0032f85b4081.diff.xz; Overlap File:src/com/google/javascript/jscomp/VarCheck.java
-D4J ID:Closure-83; Mega ID:6/cac044696725ce546d6f9eb78e5717d41b0c06c2.diff.xz; Overlap File:src/com/google/javascript/jscomp/CommandLineRunner.java
-D4J ID:Closure-101; Mega ID:6/cac044696725ce546d6f9eb78e5717d41b0c06c2.diff.xz; Overlap File:src/com/google/javascript/jscomp/CommandLineRunner.java
+D4J ID:Closure-107; Mega ID:6/cac044696725ce546d6f9eb78e5717d41b0c06c2.diff.xz; Overlap File:src/com/google/javascript/jscomp/CommandLineRunner.java
+D4J ID:Closure-151; Mega ID:6/cac044696725ce546d6f9eb78e5717d41b0c06c2.diff.xz; Overlap File:src/com/google/javascript/jscomp/CommandLineRunner.java
-D4J ID:Closure-79; Mega ID:6/120e8e1cec2377691b4f550d5581d8ce202266cb.diff.xz; Overlap File:src/com/google/javascript/jscomp/VarCheck.java
+D4J ID:Math-92; Mega ID:6/6378fb99209275e2da4f15664d87bab2aff2e47f.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-93; Mega ID:6/6378fb99209275e2da4f15664d87bab2aff2e47f.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-94; Mega ID:6/6378fb99209275e2da4f15664d87bab2aff2e47f.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
+D4J ID:Math-99; Mega ID:6/6378fb99209275e2da4f15664d87bab2aff2e47f.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Codec-2; Mega ID:6/5ad899e3b481ba87002ca0a1aac398547b8099e0.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-4; Mega ID:6/5ad899e3b481ba87002ca0a1aac398547b8099e0.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-5; Mega ID:6/5ad899e3b481ba87002ca0a1aac398547b8099e0.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-7; Mega ID:6/5ad899e3b481ba87002ca0a1aac398547b8099e0.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-9; Mega ID:6/5ad899e3b481ba87002ca0a1aac398547b8099e0.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Closure-10; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-60; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-61; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-75; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-80; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-86; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-94; Mega ID:6/dec6e1bfd8f482ce82cf57209ecadbf206c22dc7.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-9; Mega ID:6/99f2d20ffe56d4e06e4c1975e5e9d0754eb85511.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessCommonJSModules.java
+D4J ID:Closure-26; Mega ID:6/99f2d20ffe56d4e06e4c1975e5e9d0754eb85511.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessCommonJSModules.java
-D4J ID:Closure-79; Mega ID:6/dd8a0fa1ccc8e817cd246b99c2f23c1f554e2fd3.diff.xz; Overlap File:src/com/google/javascript/jscomp/VarCheck.java
-D4J ID:Closure-57; Mega ID:6/1ad5e8debfa755a2ef1eb1e173af307125339caf.diff.xz; Overlap File:src/com/google/javascript/jscomp/ClosureCodingConvention.java
-D4J ID:Closure-52; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-65; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-73; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-77; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-123; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-128; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-145; Mega ID:7/4da0f2d48f1bcd0c19c34656c83ecd14b26067a9.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:JacksonXml-1; Mega ID:7/6882033df7b29446d5676d38e908c6e35fed5944.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java
+D4J ID:JacksonXml-3; Mega ID:7/6882033df7b29446d5676d38e908c6e35fed5944.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java
-D4J ID:Math-18; Mega ID:7/9adba00985da43d7344519b51fa4af3212cff1bb.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/optimization/direct/CMAESOptimizer.java
-D4J ID:Math-19; Mega ID:7/9adba00985da43d7344519b51fa4af3212cff1bb.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/optimization/direct/CMAESOptimizer.java
-D4J ID:Math-20; Mega ID:7/9adba00985da43d7344519b51fa4af3212cff1bb.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/optimization/direct/CMAESOptimizer.java
-D4J ID:Closure-18; Mega ID:7/1206325ed073735c475790a85ed25eada8dfc72c.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-59; Mega ID:7/1206325ed073735c475790a85ed25eada8dfc72c.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-64; Mega ID:7/1206325ed073735c475790a85ed25eada8dfc72c.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-140; Mega ID:7/1206325ed073735c475790a85ed25eada8dfc72c.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-160; Mega ID:7/1206325ed073735c475790a85ed25eada8dfc72c.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Mockito-4; Mega ID:7/528283e2a3b461320e9490f20884299d7acd1811.diff.xz; Overlap File:src/org/mockito/exceptions/Reporter.java
-D4J ID:Closure-18; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-31; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-59; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-64; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-140; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-160; Mega ID:7/129e7e874ff5de3bbf66be776b2a4f0dbf1fc60f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Math-28; Mega ID:7/dd59eb4acc7d1449f4d25c43b9e192d2323e0860.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/optimization/linear/SimplexSolver.java
-D4J ID:Closure-52; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-65; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-73; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
+D4J ID:Closure-77; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-123; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-128; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-145; Mega ID:7/0bac7a3738d8fc26a74d167781996307db9fb2e6.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
-D4J ID:Closure-18; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-31; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-59; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-64; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-140; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-160; Mega ID:7/0bc7c7cfe38dcc146df383c2c0cb77e62b323a68.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-18; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-31; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-59; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-64; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-140; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-160; Mega ID:7/5a81e0cbf8cb5a1b8a5e85b8d2c5bfee821df0d3.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Codec-2; Mega ID:7/6520641c1051abe4c7ca9f87068be8832ae61a56.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-4; Mega ID:7/6520641c1051abe4c7ca9f87068be8832ae61a56.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-5; Mega ID:7/6520641c1051abe4c7ca9f87068be8832ae61a56.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-7; Mega ID:7/6520641c1051abe4c7ca9f87068be8832ae61a56.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-9; Mega ID:7/6520641c1051abe4c7ca9f87068be8832ae61a56.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Closure-18; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-31; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-59; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-64; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-140; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-160; Mega ID:7/c628a5ada8e8e78fe54dc110fab2873c965e0e7b.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Math-35; Mega ID:7/b8bc9b8bbfceb2e74512ff6dcf07c30f8e32e46e.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/genetics/ElitisticListPopulation.java
D4J ID:Closure-111; Mega ID:7/6f981f77e5bd9e2eecbd851a2a02933cdb9af0d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter.java
D4J ID:Closure-18; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-31; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-59; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-64; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-140; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-160; Mega ID:7/e35dedb383eb74c3c2e139efe7b6bbed4fcce30f.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-47; Mega ID:7/32ddcde0089c327593a506fb375747a940605986.diff.xz; Overlap File:src/com/google/javascript/jscomp/SourceMap.java
D4J ID:Closure-148; Mega ID:7/32ddcde0089c327593a506fb375747a940605986.diff.xz; Overlap File:src/com/google/javascript/jscomp/SourceMap.java
D4J ID:Closure-52; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-65; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-73; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-77; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-123; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-128; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-145; Mega ID:7/b88400ce0e9c1a0dadfd3417c256b02a82f38fe1.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-18; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-31; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-59; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-64; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-140; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-160; Mega ID:7/85b80f0bb5f0de5d37eb1c2a8641ecaf034847fb.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
D4J ID:Closure-47; Mega ID:7/541c3abd9e645dcc96042d385b237ba6b8f5ee5c.diff.xz; Overlap File:src/com/google/javascript/jscomp/SourceMap.java
D4J ID:Closure-148; Mega ID:7/541c3abd9e645dcc96042d385b237ba6b8f5ee5c.diff.xz; Overlap File:src/com/google/javascript/jscomp/SourceMap.java
D4J ID:Math-3; Mega ID:8/591a2e870b0badff89421e6791a7c18694c327a2.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/util/MathArrays.java
D4J ID:Closure-92; Mega ID:8/2cefb354f90aed2eaed11a6e8335b011923d2dc0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-93; Mega ID:8/2cefb354f90aed2eaed11a6e8335b011923d2dc0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-113; Mega ID:8/2cefb354f90aed2eaed11a6e8335b011923d2dc0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-92; Mega ID:8/50c1b3d39ff5b17c956a2235f97f7b5da05ab6f0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-93; Mega ID:8/50c1b3d39ff5b17c956a2235f97f7b5da05ab6f0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-113; Mega ID:8/50c1b3d39ff5b17c956a2235f97f7b5da05ab6f0.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Codec-2; Mega ID:8/372c15eb25b6087d13bc4f107e9a048e69a2a478.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Codec-4; Mega ID:8/372c15eb25b6087d13bc4f107e9a048e69a2a478.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Codec-5; Mega ID:8/372c15eb25b6087d13bc4f107e9a048e69a2a478.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Codec-7; Mega ID:8/372c15eb25b6087d13bc4f107e9a048e69a2a478.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Codec-9; Mega ID:8/372c15eb25b6087d13bc4f107e9a048e69a2a478.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
D4J ID:Math-70; Mega ID:8/f41fcd85ca62a2109a6e550be0353d292d351213.diff.xz; Overlap File:src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java
D4J ID:Closure-52; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-65; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-73; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-77; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-123; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-128; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-145; Mega ID:8/ee8344091722c28c9351e78dcb4155fbfddfd1af.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-141; Mega ID:8/c590afcdee78c83272d54b590a99025335b8f69e.diff.xz; Overlap File:src/com/google/javascript/jscomp/PureFunctionIdentifier.java
D4J ID:JacksonDatabind-2; Mega ID:8/e83097055900a2d5cc223756e15ebf0a36703f77.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
D4J ID:JacksonDatabind-7; Mega ID:8/e83097055900a2d5cc223756e15ebf0a36703f77.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
D4J ID:JacksonDatabind-30; Mega ID:8/e83097055900a2d5cc223756e15ebf0a36703f77.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
D4J ID:JacksonDatabind-31; Mega ID:8/e83097055900a2d5cc223756e15ebf0a36703f77.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
D4J ID:Closure-52; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-65; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-73; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-77; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-123; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-128; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-145; Mega ID:8/85058c88f29d272cd412d6d753dd1f8c0eea6f0d.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Mockito-1; Mega ID:8/f6dcd851bab4cd1fc3bfd2aeba231238ae74fabc.diff.xz; Overlap File:src/org/mockito/internal/invocation/InvocationMatcher.java
D4J ID:Mockito-3; Mega ID:8/f6dcd851bab4cd1fc3bfd2aeba231238ae74fabc.diff.xz; Overlap File:src/org/mockito/internal/invocation/InvocationMatcher.java
D4J ID:Mockito-33; Mega ID:8/f6dcd851bab4cd1fc3bfd2aeba231238ae74fabc.diff.xz; Overlap File:src/org/mockito/internal/invocation/InvocationMatcher.java
D4J ID:Mockito-34; Mega ID:8/f6dcd851bab4cd1fc3bfd2aeba231238ae74fabc.diff.xz; Overlap File:src/org/mockito/internal/invocation/InvocationMatcher.java
D4J ID:Closure-92; Mega ID:8/98113d97e38f3f3adee928230c46cb22b2de6e6a.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-93; Mega ID:8/98113d97e38f3f3adee928230c46cb22b2de6e6a.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-113; Mega ID:8/98113d97e38f3f3adee928230c46cb22b2de6e6a.diff.xz; Overlap File:src/com/google/javascript/jscomp/ProcessClosurePrimitives.java
D4J ID:Closure-141; Mega ID:8/e63a83b1bc62736ebd839c9e49fe69759b5462e9.diff.xz; Overlap File:src/com/google/javascript/jscomp/PureFunctionIdentifier.java
D4J ID:Closure-52; Mega ID:8/8d11b8cc7a6183222b61c9bd398fed5448c59109.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-65; Mega ID:8/8d11b8cc7a6183222b61c9bd398fed5448c59109.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
D4J ID:Closure-73; Mega ID:8/8d11b8cc7a6183222b61c9bd398fed5448c59109.diff.xz; Overlap File:src/com/google/javascript/jscomp/CodeGenerator.java
